StationID,Lat,Lon,Rainfall_mm
24564,-34.35,139.62,23.2
24572,-35.28,139.2,33.0
24573,-34.41,139.13,51.3
24575,-34.54,139.19,33.6
24579,-34.88,138.97,78.6
24580,-35.28,138.89,63.6
24583,-34.95,138.93,67.4
24584,-35.07,139.23,30.8
24585,-34.51,139.53,18.2
24586,-34.13,139.42,8.2
24589,-35.13,139.11,30.4
24590,-34.8,139.05,65.4
24591,-34.93,139.03,50.2
24592,-35.08,139.07,38.6
25000,-34.73,140.5,11.2
25002,-34.83,139.67,15.0
25006,-35.09,139.9,18.6
25014,-34.72,140.74,18.0
25015,-35.27,140.91,21.7
25050,-34.63,140.24,16.4
25502,-35.38,139.56,23.6
25504,-35.69,139.85,35.0
25506,-35.38,140.16,15.2
25507,-36.1,140.36,68.3
25512,-35.38,140.25,9.1
25514,-35.88,140.06,29.5
25557,-36.11,140.33,64.6
25560,-36.31,140.74,57.0
25562,-35.38,140.54,30.4
26007,-36.71,140.96,64.7
26012,-36.83,139.85,49.4
26016,-36.97,140.37,58.0
26021,-37.75,140.77,109.2
26026,-37.16,139.76,84.3
26067,-37.96,140.77,94.0
26075,-37.14,140.95,24.8
26091,-37.29,140.83,76.2
26095,-36.97,139.72,52.8
26099,-36.98,140.73,60.2
26100,-36.65,140.52,66.6
26105,-37.18,139.81,78.6
26107,-36.44,140.34,47.0
26109,-37.38,139.95,116.4
27015,-12.45,142.64,1.2
27031,-10.9,142.38,3.0
27045,-12.68,141.92,0.0
27054,-10.05,143.07,6.2
27058,-10.58,142.29,2.4
27072,-12.09,142.56,0.0
27073,-13.76,143.12,0.8
27075,-12.62,142.09,0.0
28004,-16.0,144.08,0.4
28008,-12.79,143.3,16.6
29016,-18.85,142.57,0.0
29034,-21.27,141.29,0.6
29038,-15.48,141.75,0.0
29058,-20.67,141.72,0.8
29063,-17.69,141.07,0.0
29077,-17.75,139.54,0.0
29127,-20.68,139.49,1.6
29139,-17.11,139.6,0.0
29141,-20.67,140.51,0.2
29166,-18.97,138.8,0.0
29167,-18.76,138.71,0.0
29181,-20.12,139.73,0.0
29182,-16.66,139.17,0.6
30022,-20.82,144.23,3.2
30124,-18.3,143.53,0.0
30127,-20.99,144.64,5.0
30130,-19.89,145.61,2.0
30161,-20.7,143.11,1.0
31011,-16.87,145.75,14.4
31036,-16.82,145.64,22.9
31037,-16.38,145.56,1.4
31049,-17.09,145.79,17.0
31062,-16.39,145.35,8.4
31069,-17.67,145.24,1.2
31104,-17.16,145.88,26.0
31108,-17.13,145.43,24.3
31180,-16.53,145.13,7.0
31181,-17.55,145.72,58.0
31182,-17.59,145.6,68.0
31183,-17.36,145.59,26.0
31184,-17.44,145.51,29.0
31185,-17.52,145.61,46.0
31186,-17.68,145.66,43.0
31187,-17.47,145.73,83.0
31188,-17.0,145.43,15.0
31191,-18.15,145.48,5.0
31196,-17.7,145.15,0.0
31197,-18.04,144.89,3.0
31198,-17.38,145.38,0.0
31200,-17.59,145.53,34.0
31205,-16.98,145.67,19.0
31209,-15.45,145.19,3.2
31210,-17.07,145.43,16.8
31213,-14.97,145.31,25.8
31217,-17.26,145.47,37.0
31222,-16.95,145.75,15.4
32020,-17.56,145.96,70.0
32032,-18.59,146.25,58.0
32033,-17.46,145.88,69.2
32037,-17.61,146.0,75.0
32040,-19.25,146.77,0.0
32042,-17.94,145.93,83.5
32043,-18.72,145.92,4.4
32045,-18.65,146.2,33.8
32050,-19.2,146.61,0.0
32064,-19.01,146.21,45.0
32078,-18.65,146.17,39.2
32094,-18.62,146.18,41.8
32098,-19.04,146.41,12.4
32109,-18.11,145.81,21.0
32117,-18.69,146.3,33.5
32141,-18.52,146.39,13.8
32142,-18.68,145.75,19.0
32152,-17.55,145.93,54.0
32162,-17.62,145.8,47.0
32163,-17.52,146.03,73.0
32164,-17.68,145.89,55.0
32166,-17.55,145.93,59.0
32167,-17.99,145.94,46.0
32169,-18.19,145.33,2.0
32170,-18.41,145.77,27.0
32172,-18.46,145.74,28.0
32173,-18.68,146.0,9.0
32174,-18.49,145.94,0.0
32176,-18.14,145.61,11.0
32184,-18.45,145.83,20.0
32185,-18.58,146.28,28.0
32186,-18.85,145.91,16.0
32191,-18.59,146.07,48.0
32192,-18.55,146.18,74.0
32194,-17.69,146.11,101.2
32195,-19.41,146.76,2.4
32196,-19.3,146.24,1.6
32197,-17.56,146.01,74.2
33001,-19.58,147.41,6.0
33002,-19.62,147.38,6.0
33008,-22.85,150.65,52.0
33013,-20.55,147.85,0.0
33023,-21.1,149.1,9.3
33045,-21.17,149.18,11.4
33053,-21.0,148.94,9.0
33060,-21.14,149.04,3.3
33062,-20.1,146.89,17.6
33076,-23.13,150.37,22.8
33077,-23.1,150.73,88.8
33080,-21.0,148.74,2.0
33106,-20.37,148.95,24.8
33111,-22.82,149.89,26.8
33119,-21.12,149.22,17.0
33170,-22.36,149.37,32.0
33175,-20.21,147.78,5.6
33195,-22.47,150.18,30.2
33210,-22.35,149.52,46.8
33229,-23.22,150.38,25.1
33247,-20.49,148.56,6.8
33255,-20.35,148.95,26.0
33263,-20.42,148.11,9.0
33264,-20.01,148.2,4.0
33266,-20.24,148.03,9.0
33267,-20.22,148.12,8.0
33268,-20.15,148.16,3.0
33269,-20.31,148.22,5.0
33270,-20.5,148.2,8.0
33277,-21.18,148.83,0.0
33280,-19.63,147.11,0.0
33285,-23.09,150.11,14.0
33286,-19.76,147.24,0.0
33287,-19.97,147.25,1.0
33288,-19.64,147.4,4.0
33289,-20.14,147.56,5.0
33290,-20.29,147.9,2.0
33291,-20.31,147.3,7.0
33292,-20.58,147.6,0.0
33294,-23.14,150.75,55.8
33295,-19.46,147.48,16.2
33299,-21.27,148.82,9.0
33300,-21.14,149.08,9.0
33301,-21.32,148.84,0.0
33302,-21.18,148.83,9.0
33303,-21.14,149.19,13.0
33304,-21.18,148.74,0.0
33306,-20.41,148.23,6.0
33307,-19.42,146.54,1.0
33308,-22.74,150.66,42.2
33310,-23.2,150.4,67.0
33312,-23.22,150.61,17.0
33313,-22.83,150.34,24.6
33320,-21.01,148.91,11.0
33327,-20.02,148.21,6.0
33328,-19.78,146.5,5.8
33329,-21.17,149.15,9.6
34010,-20.43,146.01,10.2
34035,-22.06,148.08,9.2
34084,-20.04,146.27,0.2
34094,-21.0,146.43,3.0
34097,-20.65,147.14,0.0
35014,-26.12,149.96,50.0
35016,-23.09,148.02,11.8
35018,-24.81,147.75,20.0
35039,-26.36,150.05,53.8
35040,-25.58,148.48,37.8
35053,-23.19,147.35,19.4
35063,-24.21,148.74,23.0
35064,-24.45,147.9,17.0
35065,-24.12,148.09,17.6
35068,-25.61,148.94,30.0
35069,-24.88,146.26,6.8
35070,-25.64,149.8,33.1
35073,-25.32,146.02,4.0
35081,-26.29,149.83,43.0
35093,-25.02,147.95,23.2
35109,-22.82,148.49,18.0
35117,-25.39,149.78,1.4
35124,-22.78,147.62,15.2
35129,-24.46,148.63,29.8
35131,-23.13,148.53,17.2
35134,-23.6,148.81,17.2
35139,-23.94,147.53,21.0
35146,-23.55,148.24,12.2
35182,-25.68,149.63,23.2
35185,-23.12,148.04,16.6
35186,-23.77,149.12,0.0
35187,-23.19,147.89,12.0
35205,-24.02,147.92,22.8
35225,-24.29,148.11,20.5
35242,-25.9,150.13,24.2
35251,-23.88,147.76,25.0
35264,-23.57,148.18,11.2
35274,-23.85,148.11,18.0
35276,-23.86,148.5,15.2
35282,-25.64,149.79,30.0
35292,-23.85,147.4,14.6
35293,-24.34,148.06,23.6
35294,-23.8,147.77,28.0
35295,-23.07,149.04,24.0
36007,-23.55,145.29,13.1
36023,-21.51,144.63,5.0
36026,-24.26,144.44,11.8
36031,-23.44,144.28,4.0
36034,-24.43,145.43,9.6
36036,-23.62,145.7,12.2
36050,-22.02,145.98,7.0
36094,-24.45,144.11,20.0
36160,-22.27,147.09,17.0
36161,-23.42,144.23,4.0
36172,-21.97,144.33,5.1
37000,-22.15,142.49,2.8
37010,-19.92,138.12,0.0
37034,-21.81,139.93,0.2
37036,-21.84,140.89,0.8
37039,-22.36,143.08,0.6
37053,-20.94,139.3,0.0
37058,-21.6,138.37,0.4
37059,-20.59,139.34,1.2
37106,-21.88,139.97,4.0
37120,-21.9,143.1,1.0
38000,-24.36,139.47,0.0
38003,-22.91,139.9,0.0
38004,-24.85,143.67,15.8
38026,-25.9,139.35,0.4
38035,-25.59,143.89,18.6
38076,-25.41,142.66,5.8
39000,-25.13,151.13,25.6
39035,-23.14,149.97,35.0
39036,-25.37,151.12,20.8
39037,-24.79,152.36,33.6
39040,-24.99,151.96,33.5
39044,-23.57,149.95,23.0
39054,-24.2,150.37,6.5
39059,-24.11,152.72,183.0
39066,-25.62,151.62,9.4
39067,-23.58,150.4,15.8
39068,-23.81,150.98,23.6
39070,-25.17,151.64,22.1
39071,-24.57,149.97,37.4
39073,-25.59,151.3,14.2
39083,-23.38,150.48,21.4
39089,-24.49,150.57,11.0
39123,-23.86,151.26,30.8
39128,-24.91,152.32,39.4
39158,-24.95,150.08,19.0
39186,-24.93,152.2,39.5
39193,-25.55,151.66,13.0
39201,-24.33,149.86,29.0
39242,-23.4,150.62,24.8
39258,-25.14,151.98,24.6
39259,-25.38,151.08,21.4
39290,-24.41,150.52,9.8
39303,-25.26,152.28,39.6
39314,-24.16,151.89,53.6
39319,-25.13,151.13,21.0
39320,-25.59,151.3,12.0
39321,-25.4,151.1,27.0
39326,-23.87,151.22,28.0
39332,-24.41,149.84,29.4
39338,-25.36,152.1,24.0
39339,-25.11,151.85,32.0
39340,-25.32,151.72,1.0
39341,-25.52,151.76,10.0
39349,-23.63,150.15,24.4
39352,-24.86,152.35,42.0
40004,-27.63,152.71,11.0
40020,-26.89,152.1,19.6
40026,-25.6,152.59,33.2
40043,-27.03,153.47,175.0
40068,-25.93,153.19,99.8
40071,-26.38,151.19,19.0
40082,-27.54,152.34,14.8
40089,-26.06,152.79,43.0
40093,-26.18,152.64,58.6
40094,-27.81,152.67,13.2
40106,-26.6,152.73,50.8
40126,-25.51,152.72,56.6
40139,-28.07,152.61,19.2
40151,-25.61,152.59,27.0
40169,-26.84,152.88,53.6
40170,-27.3,152.05,26.4
40189,-27.11,152.56,15.2
40197,-27.97,153.2,33.6
40209,-27.44,153.55,325.4
40211,-27.57,153.01,28.2
40224,-27.42,153.0,23.4
40246,-26.55,151.42,18.2
40247,-26.84,152.58,14.0
40258,-26.84,151.98,9.0
40269,-27.64,153.38,98.8
40284,-26.96,152.96,56.0
40319,-27.73,153.33,75.2
40334,-25.51,152.04,26.0
40335,-27.97,153.21,43.0
40341,-27.88,153.21,25.2
40343,-27.04,152.87,24.7
40376,-28.09,153.16,19.4
40390,-25.65,152.66,27.2
40405,-25.32,152.88,66.2
40416,-28.0,153.31,69.0
40455,-25.85,151.37,16.2
40458,-27.53,153.18,39.4
40478,-25.5,153.13,200.1
40490,-28.21,152.54,32.0
40500,-26.64,151.94,14.4
40503,-27.61,152.58,10.0
40607,-28.2,153.27,112.0
40659,-27.7,152.94,40.6
40677,-28.18,152.66,29.5
40686,-26.18,152.82,42.8
40688,-25.96,152.49,32.0
40693,-27.38,152.82,24.0
40695,-26.71,152.93,86.6
40708,-26.03,151.06,20.8
40714,-28.07,152.93,11.0
40717,-28.17,153.51,139.8
40738,-27.91,153.11,24.0
40754,-28.22,152.87,23.0
40761,-27.78,153.19,47.0
40762,-27.83,152.99,15.0
40763,-27.4,152.61,10.0
40764,-27.94,153.43,106.6
40770,-27.52,153.25,73.8
40777,-26.46,152.68,44.0
40778,-26.36,152.63,52.0
40782,-26.33,152.81,88.0
40784,-27.62,153.04,39.0
40785,-27.6,152.95,36.0
40786,-27.75,152.91,21.0
40788,-27.66,153.0,48.0
40790,-27.54,153.06,26.0
40793,-27.76,152.84,34.2
40794,-27.7,152.93,38.0
40801,-26.39,152.68,49.4
40811,-26.08,152.22,15.0
40814,-26.53,152.74,57.0
40816,-27.67,152.7,18.0
40818,-27.54,152.8,19.0
40820,-27.12,152.56,15.0
40822,-27.0,152.4,11.0
40823,-27.14,152.33,6.0
40824,-26.17,152.6,62.0
40825,-25.9,152.35,30.0
40827,-25.71,151.81,21.0
40829,-27.54,152.11,9.0
40830,-26.63,152.7,26.0
40831,-27.61,152.76,15.0
40832,-28.2,152.77,18.0
40833,-25.77,152.53,19.0
40836,-27.63,152.75,10.0
40841,-28.15,152.57,18.0
40842,-27.39,153.13,18.2
40844,-28.13,153.19,36.0
40845,-28.2,153.19,61.0
40846,-28.0,153.31,103.0
40847,-28.05,153.28,55.0
40848,-28.21,153.27,116.2
40861,-26.6,153.09,148.0
40865,-28.09,152.72,24.0
40867,-27.94,152.62,15.4
40868,-25.74,152.24,18.4
40873,-27.64,152.79,16.0
40874,-27.61,152.91,14.0
40875,-27.61,152.81,19.0
40876,-28.24,152.49,37.0
40878,-27.69,153.14,30.0
40881,-27.95,153.42,102.0
40882,-28.17,153.22,53.0
40889,-26.45,152.49,40.2
40891,-25.6,152.26,9.6
40892,-25.96,152.58,42.8
40893,-26.06,152.77,48.0
40902,-25.5,152.38,42.0
40903,-25.24,152.53,50.0
40904,-25.28,152.51,69.0
40905,-25.29,152.41,58.0
40906,-25.4,152.53,47.0
40907,-25.33,152.56,49.0
40908,-26.39,153.04,152.2
40912,-27.76,152.47,9.8
40913,-27.48,153.04,24.8
40922,-26.57,151.84,26.2
40924,-26.9,152.77,29.2
40928,-27.56,152.82,17.9
40931,-28.23,153.14,60.0
40932,-28.26,153.09,36.0
40933,-28.27,153.03,38.0
40934,-27.85,152.91,21.0
40935,-27.79,153.02,25.0
40936,-28.06,153.04,17.0
40937,-28.0,153.16,0.0
40938,-27.91,153.1,31.0
40939,-27.97,152.99,17.0
40940,-27.83,152.99,22.2
40941,-28.07,152.85,28.0
40942,-28.32,152.77,30.0
40943,-28.25,152.89,17.0
40944,-28.17,152.98,24.0
40945,-28.07,152.93,20.0
40946,-28.22,152.87,19.0
40947,-28.15,152.57,22.0
40948,-28.15,152.74,21.0
40949,-28.0,152.69,17.0
40958,-27.22,153.09,30.0
40962,-27.61,152.82,21.3
40964,-27.67,153.04,41.2
40965,-27.24,153.09,27.8
40969,-27.07,153.11,47.6
40976,-27.48,152.98,17.5
40978,-27.08,153.18,68.0
40979,-27.12,152.94,49.0
40980,-27.18,153.02,35.0
40981,-28.08,153.43,166.0
40983,-27.97,152.99,13.0
40985,-27.67,152.87,19.0
40988,-26.64,152.94,85.4
40993,-26.19,152.66,54.0
40998,-26.8,153.11,140.1
41022,-28.5,151.97,35.7
41052,-26.69,151.1,34.0
41053,-27.37,151.59,12.0
41085,-28.33,152.39,56.0
41090,-26.54,151.13,29.0
41092,-26.45,150.89,49.0
41095,-28.66,151.93,26.2
41096,-27.51,151.95,18.3
41100,-28.85,151.17,54.7
41112,-28.4,150.05,60.0
41120,-28.2,152.21,19.1
41124,-28.28,150.37,32.0
41145,-26.84,151.17,24.8
41152,-27.98,150.92,47.6
41162,-28.27,150.81,33.2
41169,-28.39,150.48,54.8
41175,-28.62,151.95,28.4
41219,-27.99,151.55,31.8
41230,-28.73,151.18,39.4
41323,-28.02,152.29,12.0
41348,-28.17,150.64,30.6
41359,-27.4,151.74,18.6
41391,-28.36,151.15,55.5
41404,-27.96,151.66,11.9
41405,-27.8,151.74,19.0
41415,-28.24,151.53,55.4
41430,-28.97,151.47,64.1
41445,-28.21,151.92,10.1
41454,-28.83,151.94,27.0
41457,-28.42,151.21,63.0
41464,-28.15,152.33,16.6
41469,-27.03,151.09,30.7
41473,-28.1,151.81,33.2
41489,-28.3,150.29,50.2
41490,-26.9,150.78,63.0
41491,-28.43,151.47,29.0
41493,-27.49,150.46,33.6
41495,-28.48,151.28,34.0
41503,-28.22,152.05,12.0
41506,-28.66,150.67,46.8
41507,-28.67,150.45,31.4
41508,-27.73,150.65,40.0
41509,-27.67,150.35,55.2
41514,-28.03,151.58,31.0
41515,-27.85,151.68,20.0
41516,-28.03,152.02,13.0
41519,-28.58,150.85,50.0
41525,-28.21,152.1,13.4
41529,-27.54,151.91,18.8
41530,-28.2,152.22,13.0
41531,-28.12,152.06,2.0
41532,-28.36,152.0,10.0
41534,-28.21,152.03,10.0
41535,-28.37,152.14,20.0
41537,-28.34,152.29,18.0
41540,-29.17,151.34,67.6
41545,-27.65,150.91,45.8
41546,-27.98,150.52,48.4
41547,-28.92,151.93,14.4
41548,-28.87,151.16,62.0
41550,-27.99,151.28,34.6
41551,-26.97,151.48,18.0
41559,-28.52,150.3,48.8
42016,-27.34,150.06,32.0
42025,-26.55,150.63,50.0
42036,-26.16,150.84,13.0
42050,-28.06,149.65,58.0
42053,-27.89,149.56,69.0
42102,-27.94,150.14,60.0
42104,-28.38,149.67,48.2
42105,-28.42,148.83,34.0
42106,-28.94,148.74,19.0
42111,-27.83,149.68,55.4
42112,-26.66,150.18,47.2
42115,-28.07,149.98,53.8
42116,-28.23,149.56,45.0
43006,-26.25,148.95,29.2
43008,-26.17,148.66,39.8
43015,-25.84,148.57,78.0
43020,-26.49,147.98,40.0
43026,-26.77,148.36,18.2
43033,-26.47,148.8,37.0
43035,-27.16,149.07,61.9
43038,-26.59,149.19,49.4
43051,-26.26,149.24,29.0
43052,-27.02,149.48,42.0
43054,-25.84,148.57,74.6
43060,-26.08,147.9,38.8
43075,-25.8,147.95,77.2
43080,-27.23,148.74,42.4
43091,-26.55,148.77,34.2
43095,-27.39,149.39,58.8
43097,-27.76,149.4,42.2
43099,-26.82,148.02,32.0
43100,-27.73,148.47,24.0
43101,-27.31,148.83,40.0
43102,-26.49,147.98,34.0
43105,-26.41,148.78,26.0
43108,-25.96,148.39,59.4
43109,-28.05,148.6,23.0
44010,-28.03,147.48,0.8
44013,-26.38,145.22,6.5
44021,-26.41,146.26,19.2
44026,-28.07,145.68,13.7
44038,-27.02,147.15,28.0
44045,-27.41,147.43,24.2
44054,-28.81,147.12,7.0
44056,-26.45,147.54,30.6
44068,-27.09,147.37,5.5
44075,-27.27,148.08,15.2
44117,-28.59,148.23,19.8
44154,-28.39,148.31,18.2
44174,-27.62,145.83,18.6
44181,-29.0,144.41,13.0
44208,-26.14,145.66,4.2
44211,-25.34,147.3,18.8
44212,-26.12,146.62,7.8
44223,-25.45,147.3,14.2
44229,-26.4,146.24,11.0
44230,-26.48,146.09,9.0
44231,-26.55,146.02,22.0
44232,-26.08,146.42,11.0
44233,-26.71,146.11,13.6
44234,-26.04,146.43,14.0
45003,-26.9,144.34,25.0
45009,-27.4,141.81,5.2
45025,-27.99,143.82,23.0
45029,-28.07,141.53,8.6
46006,-29.09,141.2,2.5
46012,-31.52,143.39,15.0
46052,-29.41,143.38,1.0
46115,-31.39,144.04,17.3
46126,-29.44,142.06,7.8
46128,-31.09,141.7,14.2
46129,-30.85,143.07,15.0
46130,-30.48,143.91,30.2
46136,-29.76,143.11,25.8
46137,-30.07,141.88,9.0
46140,-30.87,143.71,18.8
46142,-30.07,141.01,4.6
47016,-34.04,141.27,15.4
47019,-32.39,142.42,17.5
47040,-33.93,142.36,17.4
47048,-32.0,141.47,9.0
47053,-34.11,141.92,13.8
47056,-32.42,141.55,10.0
47106,-32.93,142.38,13.0
47109,-31.98,142.15,5.8
47110,-32.01,142.82,4.4
48015,-29.96,146.87,21.4
48027,-31.48,145.83,21.0
48079,-29.7,144.15,20.5
48168,-29.12,147.9,55.2
48190,-29.35,147.4,9.6
48237,-31.54,145.8,21.4
48243,-29.43,147.97,58.0
48245,-30.04,145.95,11.8
48246,-29.15,145.41,5.4
48249,-30.49,146.33,14.0
48250,-31.73,144.93,29.0
49000,-32.88,144.31,10.8
49002,-34.64,143.56,11.6
49049,-33.73,144.02,16.0
49055,-34.2,143.79,23.8
49061,-32.39,144.75,4.0
49063,-33.05,144.14,15.0
49092,-33.7,144.28,19.0
49103,-32.17,144.2,15.5
49136,-32.83,145.88,14.8
50017,-33.94,147.2,21.6
50031,-32.72,148.19,14.2
50036,-32.92,147.7,19.4
50137,-33.07,147.21,14.8
51018,-31.7,148.66,33.4
51038,-31.84,147.72,32.8
51039,-31.55,147.2,42.8
51042,-30.93,147.87,29.9
51049,-31.99,147.95,24.0
51160,-31.7,148.63,26.4
51161,-30.98,148.38,33.4
51162,-30.24,147.53,32.8
51164,-31.08,146.93,37.6
52020,-28.98,148.99,35.6
52023,-30.35,148.88,46.8
52088,-30.04,148.12,43.6
53002,-30.95,149.07,0.0
53018,-28.99,150.02,53.1
53026,-30.26,149.68,42.8
53033,-29.47,150.14,72.4
53044,-30.23,149.45,54.8
53070,-29.62,149.38,45.6
53085,-28.97,149.67,30.2
53115,-29.49,149.85,37.4
54003,-30.38,150.61,116.4
54004,-29.87,150.57,126.0
54021,-30.32,150.27,120.6
54029,-29.54,150.58,73.6
54038,-30.32,149.83,36.6
54039,-29.99,150.78,50.8
54076,-29.64,151.43,77.2
54104,-29.39,151.24,63.6
54121,-29.5,151.13,70.0
54141,-29.58,150.37,68.0
54153,-30.12,150.13,66.4
55016,-31.0,151.23,101.7
55024,-31.03,150.27,87.0
55044,-30.7,150.28,53.2
55046,-31.53,150.44,28.2
55049,-31.51,150.68,99.0
55066,-31.62,150.84,112.0
55136,-30.97,151.35,96.4
55164,-31.18,151.3,65.4
55202,-30.95,150.25,101.6
55245,-31.5,151.03,113.6
55257,-31.22,150.82,127.2
55262,-31.35,151.32,89.0
55308,-30.88,151.16,110.0
55309,-31.15,151.23,109.6
55312,-30.75,150.72,111.4
55313,-31.27,150.92,86.4
55325,-31.07,150.84,101.6
56001,-29.72,151.36,79.6
56006,-30.17,151.08,103.6
56008,-29.44,151.85,36.2
56013,-29.7,151.69,68.8
56018,-29.78,151.08,101.8
56023,-28.39,152.42,48.6
56028,-30.73,151.51,89.6
56032,-29.05,152.02,25.2
56034,-30.64,151.49,82.4
56037,-30.52,151.67,93.0
56038,-28.55,152.16,38.8
56140,-29.47,151.67,15.0
56161,-30.16,151.88,80.0
56202,-28.98,152.16,50.6
56229,-30.21,151.68,86.0
56237,-29.8,151.27,64.0
56238,-30.53,151.62,76.0
56239,-28.7,152.1,58.4
56240,-30.33,151.73,69.2
56242,-29.78,151.11,92.0
56243,-29.68,151.69,78.2
56245,-29.96,151.61,87.0
57003,-28.74,152.62,59.2
57005,-28.93,152.38,62.0
57014,-29.56,152.14,68.6
57020,-28.47,152.55,57.0
57023,-30.29,152.17,108.5
57079,-30.52,152.04,87.0
57091,-30.72,151.85,119.0
57095,-28.76,152.45,93.4
57119,-30.89,151.85,143.0
57123,-29.76,152.21,75.6
57124,-30.48,152.4,150.8
58005,-28.4,153.17,48.0
58006,-29.57,153.08,198.6
58012,-29.43,153.36,356.4
58023,-28.79,153.4,177.6
58027,-29.42,153.25,239.7
58028,-29.38,152.79,44.6
58040,-28.55,153.49,187.4
58044,-28.6,153.22,56.8
58045,-29.94,152.73,93.8
58056,-28.2,153.55,238.0
58068,-29.41,153.02,115.8
58070,-28.64,153.41,177.9
58073,-29.53,152.8,80.4
58077,-29.62,152.96,146.0
58079,-29.75,153.11,211.5
58080,-29.86,153.26,212.1
58099,-29.28,152.99,98.8
58113,-28.47,153.09,42.4
58127,-28.73,153.41,183.6
58137,-28.26,153.58,222.0
58148,-28.53,153.15,87.0
58158,-28.34,153.38,107.3
58161,-29.76,153.03,136.4
58162,-28.73,153.46,244.0
58167,-28.41,153.33,95.5
58180,-28.61,153.21,102.0
58186,-28.33,153.4,103.0
58193,-28.35,153.29,82.5
58194,-28.38,152.72,42.0
58198,-28.84,153.56,312.4
58199,-28.74,153.16,82.0
58201,-28.8,153.24,80.0
58202,-28.74,153.08,78.0
58204,-28.32,153.35,117.0
58206,-28.72,153.36,147.0
58207,-29.04,152.81,56.6
58208,-28.88,153.06,67.2
58212,-29.18,153.4,320.8
58214,-28.83,153.26,118.6
58216,-28.64,153.64,229.0
58222,-29.78,153.26,284.0
59007,-31.07,152.77,188.4
59032,-30.78,152.7,156.0
59045,-30.36,152.49,171.0
59054,-30.05,152.98,144.0
59078,-30.35,152.9,250.0
59122,-30.82,152.51,108.0
59124,-29.98,152.72,108.5
59131,-30.88,152.61,146.0
